Area Code,Area,Item Code,Item,Element Code,Element,Source Code,Source,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2030,Y2050
"3","Albania","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","318700.000000","200000.000000","200000.000000","200000.000000","200000.000000","300000.000000","700000.000000","1900000.000000","1600000.000000","2250000.000000","3100000.000000","3260000.000000","3610000.000000","3630000.000000","3600000.000000","4530000.000000","5000000.000000","7190000.000000","7090000.000000","6880000.000000","7250000.000000","7080000.000000","7300000.000000","7500000.000000","7500000.000000","7500000.000000","6610000.000000","6930000.000000","7990000.000000","7350000.000000","2230000.000000","1480000.000000","1522000.000000","1268000.000000","1000000.000000","550000.000000","420000.000000","1800000.000000","580000.000000","1210000.000000","1070000.000000","3821697.500000","3737830.500000","3611971.500000","3721064.000000","3033387.500000","3148381.500000","2874479.500000","3394018.000000","3129243.500000","3689270.000000","3494412.500000","3071191.490000","3071176.000000","3680392.000000","4289608.000000","3918491.500000","2476906.776900","3561668.759000","4485470.928000","4788156.798300"
"3","Albania","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.050100","0.031400","0.031400","0.031400","0.031400","0.047100","0.110000","0.298600","0.251400","0.353600","0.487100","0.512300","0.567300","0.570400","0.565700","0.711900","0.785700","1.129900","1.114100","1.081100","1.139300","1.112600","1.147100","1.178600","1.178600","1.178600","1.038700","1.089000","1.255600","1.155000","0.350400","0.232600","0.239200","0.199300","0.157100","0.086400","0.066000","0.282900","0.091100","0.190100","0.168100","0.600600","0.587400","0.567600","0.584700","0.476700","0.494700","0.451700","0.533300","0.491700","0.579700","0.549100","0.482600","0.482600","0.578300","0.674100","0.615800","0.389200","0.559700","0.704900","0.752400"
"3","Albania","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.011300","0.007100","0.007100","0.007100","0.007100","0.010600","0.024800","0.067200","0.056600","0.079600","0.109600","0.115300","0.127600","0.128300","0.127300","0.160200","0.176800","0.254200","0.250700","0.243300","0.256300","0.250300","0.258100","0.265200","0.265200","0.265200","0.233700","0.245000","0.282500","0.259900","0.078800","0.052300","0.053800","0.044800","0.035400","0.019400","0.014900","0.063600","0.020500","0.042800","0.037800","0.135100","0.132200","0.127700","0.131600","0.107300","0.111300","0.101600","0.120000","0.110600","0.130400","0.123600","0.108600","0.108600","0.130100","0.151700","0.138500","0.087600","0.125900","0.158600","0.169300"
"3","Albania","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.005000","0.003100","0.003100","0.003100","0.003100","0.004700","0.011000","0.029900","0.025100","0.035400","0.048700","0.051200","0.056700","0.057000","0.056600","0.071200","0.078600","0.113000","0.111400","0.108100","0.113900","0.111300","0.114700","0.117900","0.117900","0.117900","0.103900","0.108900","0.125600","0.115500","0.035000","0.023300","0.023900","0.019900","0.015700","0.008600","0.006600","0.028300","0.009100","0.019000","0.016800","0.060100","0.058700","0.056800","0.058500","0.047700","0.049500","0.045200","0.053300","0.049200","0.058000","0.054900","0.048300","0.048300","0.057800","0.067400","0.061600","0.038900","0.056000","0.070500","0.075200"
"3","Albania","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.016300","0.010200","0.010200","0.010200","0.010200","0.015300","0.035700","0.097000","0.081700","0.114900","0.158300","0.166500","0.184400","0.185400","0.183900","0.231400","0.255400","0.367200","0.362100","0.351400","0.370300","0.361600","0.372800","0.383000","0.383000","0.383000","0.337600","0.353900","0.408100","0.375400","0.113900","0.075600","0.077700","0.064800","0.051100","0.028100","0.021500","0.091900","0.029600","0.061800","0.054600","0.195200","0.190900","0.184500","0.190000","0.154900","0.160800","0.146800","0.173300","0.159800","0.188400","0.178500","0.156900","0.156800","0.188000","0.219100","0.200100","0.126500","0.181900","0.229100","0.244500"
"3","Albania","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.066400","0.041600","0.041600","0.041600","0.041600","0.062500","0.145800","0.395600","0.333100","0.468500","0.645500","0.678800","0.751700","0.755800","0.749600","0.943200","1.041100","1.497100","1.476200","1.432500","1.509600","1.474200","1.520000","1.561600","1.561600","1.561600","1.376300","1.442900","1.663600","1.530400","0.464300","0.308200","0.316900","0.264000","0.208200","0.114500","0.087500","0.374800","0.120800","0.251900","0.222800","0.795700","0.778300","0.752100","0.774800","0.631600","0.655500","0.598500","0.706700","0.651600","0.768200","0.727600","0.639500","0.639500","0.766300","0.893200","0.815900","0.515700","0.741600","0.933900","0.997000"
"4","Algeria","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","9000000.000000","15000000.000000","18000000.000000","16000000.000000","13347000.000000","17150000.000000","14530000.000000","20000000.000000","29000000.000000","43000000.000000","68000000.000000","81000000.000000","76000000.000000","66000000.000000","40000000.000000","51000000.000000","52138000.000000","57616000.000000","60269000.000000","84000000.000000","57700000.000000","48738000.000000","59300000.000000","87724000.000000","98173000.000000","112680000.000000","80000000.000000","52600000.000000","46300000.000000","63000000.000000","41000000.000000","46700000.000000","73800000.000000","58200000.000000","18400000.000000","14000000.000000","36000000.000000","44000000.000000","47000000.000000","44300000.000000","45300000.000000","28036000.000000","17076000.000000","104717000.000000","4086000.000000","43847000.000000","36626000.000000","23102000.000000","37100000.000000","60100000.000000","56300000.000000","72600000.000000","64000000.000000","76500000.000000","74400000.000000","70200000.000000","70200000.000000","70200000.000000","70200000.000000","56372666.666700","76505761.904800"
"4","Algeria","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients","2700000.000000","4500000.000000","5400000.000000","4800000.000000","4004100.000000","5145000.000000","4359000.000000","6000000.000000","8700000.000000","12900000.000000","20400000.000000","24300000.000000","22800000.000000","19800000.000000","12000000.000000","15300000.000000","15641400.000000","17284800.000000","18080700.000000","25200000.000000","17310000.000000","14621400.000000","17790000.000000","26317200.000000","29451900.000000","33804000.000000","24000000.000000","15780000.000000","13890000.000000","18900000.000000","12300000.000000","14010000.000000","22140000.000000","17460000.000000","5520000.000000","4200000.000000","10800000.000000","13200000.000000","14100000.000000","13290000.000000","13590000.000000","8410800.000000","5122800.000000","31415100.000000","1225800.000000","13154100.000000","10987800.000000","6930600.000000","11130000.000000","18030000.000000","16890000.000000","21780000.000000","19200000.000000","22950000.000000","22320000.000000","21060000.000000","21060000.000000","21060000.000000","21060000.000000","16911800.000000","22951728.571400"
"4","Algeria","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","900000.000000","1500000.000000","1800000.000000","1600000.000000","1334700.000000","1715000.000000","1453000.000000","2000000.000000","2900000.000000","4300000.000000","6800000.000000","8100000.000000","7600000.000000","6600000.000000","4000000.000000","5100000.000000","5213800.000000","5761600.000000","6026900.000000","8400000.000000","5770000.000000","4873800.000000","5930000.000000","8772400.000000","9817300.000000","11268000.000000","8000000.000000","5260000.000000","4630000.000000","6300000.000000","4100000.000000","4670000.000000","7380000.000000","5820000.000000","1840000.000000","1400000.000000","3600000.000000","4400000.000000","4700000.000000","4430000.000000","4530000.000000","2803600.000000","1707600.000000","10471700.000000","408600.000000","4384700.000000","3662600.000000","2310200.000000","3710000.000000","6010000.000000","5630000.000000","7260000.000000","6400000.000000","7650000.000000","7440000.000000","7020000.000000","7020000.000000","7020000.000000","7020000.000000","5637266.666700","7650576.190500"
"4","Algeria","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.141400","0.235700","0.282900","0.251400","0.209700","0.269500","0.228300","0.314300","0.455700","0.675700","1.068600","1.272900","1.194300","1.037100","0.628600","0.801400","0.819300","0.905400","0.947100","1.320000","0.906700","0.765900","0.931900","1.378500","1.542700","1.770700","1.257100","0.826600","0.727600","0.990000","0.644300","0.733900","1.159700","0.914600","0.289100","0.220000","0.565700","0.691400","0.738600","0.696100","0.711900","0.440600","0.268300","1.645600","0.064200","0.689000","0.575600","0.363000","0.583000","0.944400","0.884700","1.140900","1.005700","1.202100","1.169100","1.103100","1.103100","1.103100","1.103100","0.885900","1.202200"
"4","Algeria","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.031800","0.053000","0.063600","0.056600","0.047200","0.060600","0.051400","0.070700","0.102500","0.152000","0.240400","0.286400","0.268700","0.233400","0.141400","0.180300","0.184300","0.203700","0.213100","0.297000","0.204000","0.172300","0.209700","0.310200","0.347100","0.398400","0.282900","0.186000","0.163700","0.222700","0.145000","0.165100","0.260900","0.205800","0.065100","0.049500","0.127300","0.155600","0.166200","0.156600","0.160200","0.099100","0.060400","0.370200","0.014400","0.155000","0.129500","0.081700","0.131200","0.212500","0.199100","0.256700","0.226300","0.270500","0.263100","0.248200","0.248200","0.248200","0.248200","0.199300","0.270500"
"4","Algeria","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.014100","0.023600","0.028300","0.025100","0.021000","0.027000","0.022800","0.031400","0.045600","0.067600","0.106900","0.127300","0.119400","0.103700","0.062900","0.080100","0.081900","0.090500","0.094700","0.132000","0.090700","0.076600","0.093200","0.137900","0.154300","0.177100","0.125700","0.082700","0.072800","0.099000","0.064400","0.073400","0.116000","0.091500","0.028900","0.022000","0.056600","0.069100","0.073900","0.069600","0.071200","0.044100","0.026800","0.164600","0.006400","0.068900","0.057600","0.036300","0.058300","0.094400","0.088500","0.114100","0.100600","0.120200","0.116900","0.110300","0.110300","0.110300","0.110300","0.088600","0.120200"
"4","Algeria","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.046000","0.076600","0.091900","0.081700","0.068200","0.087600","0.074200","0.102100","0.148100","0.219600","0.347300","0.413700","0.388100","0.337100","0.204300","0.260500","0.266300","0.294300","0.307800","0.429000","0.294700","0.248900","0.302900","0.448000","0.501400","0.575500","0.408600","0.268600","0.236500","0.321800","0.209400","0.238500","0.376900","0.297200","0.094000","0.071500","0.183900","0.224700","0.240000","0.226200","0.231400","0.143200","0.087200","0.534800","0.020900","0.223900","0.187100","0.118000","0.189500","0.306900","0.287500","0.370800","0.326900","0.390700","0.380000","0.358500","0.358500","0.358500","0.358500","0.287900","0.390700"
"4","Algeria","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.187400","0.312300","0.374800","0.333100","0.277900","0.357100","0.302500","0.416400","0.603800","0.895300","1.415900","1.686500","1.582400","1.374200","0.832900","1.061900","1.085600","1.199600","1.254900","1.749000","1.201400","1.014800","1.234700","1.826500","2.044100","2.346200","1.665700","1.095200","0.964000","1.311700","0.853700","0.972400","1.536600","1.211800","0.383100","0.291500","0.749600","0.916100","0.978600","0.922400","0.943200","0.583700","0.355500","2.180400","0.085100","0.913000","0.762600","0.481000","0.772500","1.251400","1.172200","1.511600","1.332600","1.592800","1.549100","1.461700","1.461700","1.461700","1.461700","1.173800","1.593000"
"7","Angola","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","500000.000000","500000.000000","500000.000000","1000000.000000","2800000.000000","3600000.000000","5000000.000000","5000000.000000","5000000.000000","5500000.000000","11200000.000000","11200000.000000","9100000.000000","6500000.000000","2100000.000000","1000000.000000","13100000.000000","10000000.000000","9400000.000000","9200000.000000","4600000.000000","2800000.000000","3800000.000000","3715000.000000","12794000.000000","5000000.000000","4000000.000000","5221000.000000","9176000.000000","2500000.000000","2300000.000000","3100000.000000","2000000.000000","2000000.000000","2000000.000000","2000000.000000","2000000.000000","2300000.000000","2300000.000000","1400000.000000",,"2757000.000000","1787000.000000","7187000.000000","3682000.000000","6641000.000000","5584000.000000","8172000.000000","10468000.000000","17369000.000000","16381000.000000","19423094.800000","20439573.500000","27612524.700000","25494277.000000","20776772.900000","26714794.400000","21942475.720000","23144681.006700","20148866.666700","42418666.666700"
"7","Angola","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients","150000.000000","150000.000000","150000.000000","300000.000000","840000.000000","1080000.000000","1500000.000000","1500000.000000","1500000.000000","1650000.000000","3360000.000000","3360000.000000","2730000.000000","1950000.000000","630000.000000","300000.000000","3930000.000000","3000000.000000","2820000.000000","2760000.000000","1380000.000000","840000.000000","1140000.000000","1114500.000000","3838200.000000","1500000.000000","1200000.000000","1566300.000000","2752800.000000","750000.000000","690000.000000","930000.000000","600000.000000","600000.000000","600000.000000","600000.000000","600000.000000","690000.000000","690000.000000","420000.000000",,"827100.000000","536100.000000","2156100.000000","1104600.000000","1992300.000000","1675200.000000","2451600.000000","3140400.000000","5210700.000000","4914300.000000","5826928.440000","6131872.050000","8283757.410000","7648283.100000","6233031.870000","8014438.320000","6582742.716000","6943404.302000","6044660.000000","12725600.000000"
"7","Angola","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","50000.000000","50000.000000","50000.000000","100000.000000","280000.000000","360000.000000","500000.000000","500000.000000","500000.000000","550000.000000","1120000.000000","1120000.000000","910000.000000","650000.000000","210000.000000","100000.000000","1310000.000000","1000000.000000","940000.000000","920000.000000","460000.000000","280000.000000","380000.000000","371500.000000","1279400.000000","500000.000000","400000.000000","522100.000000","917600.000000","250000.000000","230000.000000","310000.000000","200000.000000","200000.000000","200000.000000","200000.000000","200000.000000","230000.000000","230000.000000","140000.000000",,"275700.000000","178700.000000","718700.000000","368200.000000","664100.000000","558400.000000","817200.000000","1046800.000000","1736900.000000","1638100.000000","1942309.480000","2043957.350000","2761252.470000","2549427.700000","2077677.290000","2671479.440000","2194247.572000","2314468.100700","2014886.666700","4241866.666700"
"7","Angola","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.007900","0.007900","0.007900","0.015700","0.044000","0.056600","0.078600","0.078600","0.078600","0.086400","0.176000","0.176000","0.143000","0.102100","0.033000","0.015700","0.205900","0.157100","0.147700","0.144600","0.072300","0.044000","0.059700","0.058400","0.201000","0.078600","0.062900","0.082000","0.144200","0.039300","0.036100","0.048700","0.031400","0.031400","0.031400","0.031400","0.031400","0.036100","0.036100","0.022000",,"0.043300","0.028100","0.112900","0.057900","0.104400","0.087700","0.128400","0.164500","0.272900","0.257400","0.305200","0.321200","0.433900","0.400600","0.326500","0.419800","0.344800","0.363700","0.316600","0.666600"
"7","Angola","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.001800","0.001800","0.001800","0.003500","0.009900","0.012700","0.017700","0.017700","0.017700","0.019400","0.039600","0.039600","0.032200","0.023000","0.007400","0.003500","0.046300","0.035400","0.033200","0.032500","0.016300","0.009900","0.013400","0.013100","0.045200","0.017700","0.014100","0.018500","0.032400","0.008800","0.008100","0.011000","0.007100","0.007100","0.007100","0.007100","0.007100","0.008100","0.008100","0.004900",,"0.009700","0.006300","0.025400","0.013000","0.023500","0.019700","0.028900","0.037000","0.061400","0.057900","0.068700","0.072300","0.097600","0.090100","0.073500","0.094500","0.077600","0.081800","0.071200","0.150000"
"7","Angola","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.000800","0.000800","0.000800","0.001600","0.004400","0.005700","0.007900","0.007900","0.007900","0.008600","0.017600","0.017600","0.014300","0.010200","0.003300","0.001600","0.020600","0.015700","0.014800","0.014500","0.007200","0.004400","0.006000","0.005800","0.020100","0.007900","0.006300","0.008200","0.014400","0.003900","0.003600","0.004900","0.003100","0.003100","0.003100","0.003100","0.003100","0.003600","0.003600","0.002200",,"0.004300","0.002800","0.011300","0.005800","0.010400","0.008800","0.012800","0.016400","0.027300","0.025700","0.030500","0.032100","0.043400","0.040100","0.032600","0.042000","0.034500","0.036400","0.031700","0.066700"
"7","Angola","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.002600","0.002600","0.002600","0.005100","0.014300","0.018400","0.025500","0.025500","0.025500","0.028100","0.057200","0.057200","0.046500","0.033200","0.010700","0.005100","0.066900","0.051100","0.048000","0.047000","0.023500","0.014300","0.019400","0.019000","0.065300","0.025500","0.020400","0.026700","0.046900","0.012800","0.011700","0.015800","0.010200","0.010200","0.010200","0.010200","0.010200","0.011700","0.011700","0.007100",,"0.014100","0.009100","0.036700","0.018800","0.033900","0.028500","0.041700","0.053500","0.088700","0.083700","0.099200","0.104400","0.141000","0.130200","0.106100","0.136400","0.112100","0.118200","0.102900","0.216600"
"7","Angola","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.010400","0.010400","0.010400","0.020800","0.058300","0.075000","0.104100","0.104100","0.104100","0.114500","0.233200","0.233200","0.189500","0.135300","0.043700","0.020800","0.272800","0.208200","0.195700","0.191600","0.095800","0.058300","0.079100","0.077400","0.266400","0.104100","0.083300","0.108700","0.191100","0.052100","0.047900","0.064500","0.041600","0.041600","0.041600","0.041600","0.041600","0.047900","0.047900","0.029100",,"0.057400","0.037200","0.149600","0.076700","0.138300","0.116300","0.170200","0.218000","0.361600","0.341100","0.404400","0.425600","0.574900","0.530800","0.432600","0.556200","0.456900","0.481900","0.419500","0.883200"
