Area Code,Area,Item Code,Item,Element Code,Element,Source Code,Source,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2030,Y2030F,Y2030N,Y2050,Y2050F,Y2050N
"17","Bermuda","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12300.000000","Fc",,"11000.000000","Fc",,"12500.000000","Fc",,"12000.000000","Fc",,"11100.000000","Fc",,"10200.000000","Fc",,"6700.000000","Fc",,"8400.000000","Fc",,"10100.000000","Fc",,"1100.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,,,,,,,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5326.840000","Fc",,"4421.000000","Fc",,"4115.000000","Fc",,"2226.320000","Fc",,"2408.000000","Fc",,"3248.000000","Fc",,"2627.440000","Fc",,,,,,,
"17","Bermuda","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.001900","Fc",,"0.001700","Fc",,"0.002000","Fc",,"0.001900","Fc",,"0.001700","Fc",,"0.001600","Fc",,"0.001100","Fc",,"0.001300","Fc",,"0.001600","Fc",,"0.000200","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,,,,,,,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000800","Fc",,"0.000700","Fc",,"0.000600","Fc",,"0.000300","Fc",,"0.000400","Fc",,"0.000500","Fc",,"0.000400","Fc",,,,,,,
"17","Bermuda","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000200","Fc",,"0.000300","Fc",,"0.000400","Fc",,"0.000000","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,,,,,,,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000200","Fc",,"0.000200","Fc",,"0.000100","Fc",,"0.000100","Fc",,"0.000100","Fc",,"0.000100","Fc",,"0.000100","Fc",,,,,,,
"17","Bermuda","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000100","Fc",,"0.000100","Fc",,"0.000200","Fc",,"0.000000","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,,,,,,,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000100","Fc",,"0.000100","Fc",,"0.000100","Fc",,"0.000000","Fc",,"0.000000","Fc",,"0.000100","Fc",,"0.000000","Fc",,,,,,,
"17","Bermuda","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000600","Fc",,"0.000600","Fc",,"0.000600","Fc",,"0.000600","Fc",,"0.000600","Fc",,"0.000500","Fc",,"0.000300","Fc",,"0.000400","Fc",,"0.000500","Fc",,"0.000100","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,,,,,,,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000300","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000100","Fc",,"0.000100","Fc",,"0.000200","Fc",,"0.000100","Fc",,,,,,,
"17","Bermuda","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.002600","Fc",,"0.002300","Fc",,"0.002600","Fc",,"0.002500","Fc",,"0.002300","Fc",,"0.002100","Fc",,"0.001400","Fc",,"0.001700","Fc",,"0.002100","Fc",,"0.000200","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,,,,,,,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.001100","Fc",,"0.000900","Fc",,"0.000900","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000700","Fc",,"0.000500","Fc",,,,,,,
"18","Bhutan","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74000.000000","Qm",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"121000.000000","Qm",,"118000.000000","Qm",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,"100000.000000","X",,,,,,,,,,,,,,"783000.000000","Qm",,"787000.000000","E",,"818000.000000","Qm",,"887000.000000","Qm",,"768000.000000","Qm",,"800000.000000","Qm",,"774000.000000","Fb",,"1608000.000000","Qm",,"686000.000000","Qm",,"845000.000000","Qm",,"776160.500000","A",,"758196.500000","A",,"888719.700000","A",,"920347.500000","A",,"791677.400000","A",,"1273700.000000","Qm",,"2819300.000000","Qm",,"1628225.800000","Fc",,"1554833.333300","Fc",,"2700500.000000","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22200.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"36300.000000","Fc",,"35400.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,"30000.000000","Fc",,,,,,,,,,,,,,"234900.000000","Fc",,"236100.000000","Fc",,"245400.000000","Fc",,"266100.000000","Fc",,"230400.000000","Fc",,"240000.000000","Fc",,"232200.000000","Fc",,"482400.000000","Fc",,"205800.000000","Fc",,"253500.000000","Fc",,"232848.150000","Fc",,"227458.950000","Fc",,"266615.910000","Fc",,"276104.250000","Fc",,"237503.220000","Fc",,"382110.000000","Fc",,"845790.000000","Fc",,"488467.740000","Fc",,"466450.000000","Fc",,"810150.000000","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7400.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"12100.000000","Fc",,"11800.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,"10000.000000","Fc",,,,,,,,,,,,,,"78300.000000","Fc",,"78700.000000","Fc",,"81800.000000","Fc",,"88700.000000","Fc",,"76800.000000","Fc",,"80000.000000","Fc",,"77400.000000","Fc",,"160800.000000","Fc",,"68600.000000","Fc",,"84500.000000","Fc",,"77616.050000","Fc",,"75819.650000","Fc",,"88871.970000","Fc",,"92034.750000","Fc",,"79167.740000","Fc",,"127370.000000","Fc",,"281930.000000","Fc",,"162822.580000","Fc",,"155483.333300","Fc",,"270050.000000","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.001200","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001900","Fc",,"0.001900","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,"0.001600","Fc",,,,,,,,,,,,,,"0.012300","Fc",,"0.012400","Fc",,"0.012900","Fc",,"0.013900","Fc",,"0.012100","Fc",,"0.012600","Fc",,"0.012200","Fc",,"0.025300","Fc",,"0.010800","Fc",,"0.013300","Fc",,"0.012200","Fc",,"0.011900","Fc",,"0.014000","Fc",,"0.014500","Fc",,"0.012400","Fc",,"0.020000","Fc",,"0.044300","Fc",,"0.025600","Fc",,"0.024400","Fc",,"0.042400","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000300","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,"0.000400","Fc",,,,,,,,,,,,,,"0.002800","Fc",,"0.002800","Fc",,"0.002900","Fc",,"0.003100","Fc",,"0.002700","Fc",,"0.002800","Fc",,"0.002700","Fc",,"0.005700","Fc",,"0.002400","Fc",,"0.003000","Fc",,"0.002700","Fc",,"0.002700","Fc",,"0.003100","Fc",,"0.003300","Fc",,"0.002800","Fc",,"0.004500","Fc",,"0.010000","Fc",,"0.005800","Fc",,"0.005500","Fc",,"0.009500","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000100","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,"0.000200","Fc",,,,,,,,,,,,,,"0.001200","Fc",,"0.001200","Fc",,"0.001300","Fc",,"0.001400","Fc",,"0.001200","Fc",,"0.001300","Fc",,"0.001200","Fc",,"0.002500","Fc",,"0.001100","Fc",,"0.001300","Fc",,"0.001200","Fc",,"0.001200","Fc",,"0.001400","Fc",,"0.001400","Fc",,"0.001200","Fc",,"0.002000","Fc",,"0.004400","Fc",,"0.002600","Fc",,"0.002400","Fc",,"0.004200","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000400","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000600","Fc",,"0.000600","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,"0.000500","Fc",,,,,,,,,,,,,,"0.004000","Fc",,"0.004000","Fc",,"0.004200","Fc",,"0.004500","Fc",,"0.003900","Fc",,"0.004100","Fc",,"0.004000","Fc",,"0.008200","Fc",,"0.003500","Fc",,"0.004300","Fc",,"0.004000","Fc",,"0.003900","Fc",,"0.004500","Fc",,"0.004700","Fc",,"0.004000","Fc",,"0.006500","Fc",,"0.014400","Fc",,"0.008300","Fc",,"0.007900","Fc",,"0.013800","Fc",
"18","Bhutan","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.001500","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002500","Fc",,"0.002500","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,"0.002100","Fc",,,,,,,,,,,,,,"0.016300","Fc",,"0.016400","Fc",,"0.017000","Fc",,"0.018500","Fc",,"0.016000","Fc",,"0.016700","Fc",,"0.016100","Fc",,"0.033500","Fc",,"0.014300","Fc",,"0.017600","Fc",,"0.016200","Fc",,"0.015800","Fc",,"0.018500","Fc",,"0.019200","Fc",,"0.016500","Fc",,"0.026500","Fc",,"0.058700","Fc",,"0.033900","Fc",,"0.032400","Fc",,"0.056200","Fc",
"19","Bolivia (Plurinational State of)","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","350000.000000","E",,"400000.000000","E",,"450000.000000","E",,"500000.000000","X",,"500000.000000","X",,"500000.000000","X",,"2000000.000000","X",,"1000000.000000","X",,"1229000.000000","Qm",,"589000.000000","Qm",,"2800000.000000","X",,"3667000.000000","Qm",,"2769000.000000","Qm",,"3800000.000000","X",,"1600000.000000","X",,"1300000.000000","X",,"1900000.000000","X",,"1523000.000000","Qm",,"1614000.000000","Qm",,"1448000.000000","Qm",,"2717000.000000","Qm",,"1300000.000000","X",,"3126000.000000","Qm",,"2533000.000000","Qm",,"2700000.000000","X",,"2800000.000000","X",,"4706000.000000","Qm",,"3058000.000000","Qm",,"4645000.000000","Qm",,"2326000.000000","Qm",,"3551000.000000","Qm",,"5503000.000000","Qm",,"2555000.000000","Qm",,"4314000.000000","Qm",,"2810000.000000","Qm",,"4029000.000000","Qm",,"4872000.000000","Qm",,"1332000.000000","Qm",,"901000.000000","Qm",,"3218000.000000","Qm",,"5369000.000000","Qm",,"6040000.000000","Qm",,"6198000.000000","Qm",,"6260000.000000","Qm",,"12192000.000000","Qm",,"8709000.000000","Qm",,"11883000.000000","Fb",,"13473000.000000","Fb",,"13825000.000000","Fb",,"17962000.000000","Fb",,"20426000.000000","Fb",,"19266600.500000","Fb",,"24037583.700000","Fb",,"23819714.200000","Fb",,"23120405.100000","Fb",,"20107520.600000","Fb",,"14217049.500000","Fb",,"14217049.500000","Fm",,"16180539.866700","Fc",,"25829818.181800","Fc",,"36757818.181800","Fc",
"19","Bolivia (Plurinational State of)","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients","105000.000000","Fc",,"120000.000000","Fc",,"135000.000000","Fc",,"150000.000000","Fc",,"150000.000000","Fc",,"150000.000000","Fc",,"600000.000000","Fc",,"300000.000000","Fc",,"368700.000000","Fc",,"176700.000000","Fc",,"840000.000000","Fc",,"1100100.000000","Fc",,"830700.000000","Fc",,"1140000.000000","Fc",,"480000.000000","Fc",,"390000.000000","Fc",,"570000.000000","Fc",,"456900.000000","Fc",,"484200.000000","Fc",,"434400.000000","Fc",,"815100.000000","Fc",,"390000.000000","Fc",,"937800.000000","Fc",,"759900.000000","Fc",,"810000.000000","Fc",,"840000.000000","Fc",,"1411800.000000","Fc",,"917400.000000","Fc",,"1393500.000000","Fc",,"697800.000000","Fc",,"1065300.000000","Fc",,"1650900.000000","Fc",,"766500.000000","Fc",,"1294200.000000","Fc",,"843000.000000","Fc",,"1208700.000000","Fc",,"1461600.000000","Fc",,"399600.000000","Fc",,"270300.000000","Fc",,"965400.000000","Fc",,"1610700.000000","Fc",,"1812000.000000","Fc",,"1859400.000000","Fc",,"1878000.000000","Fc",,"3657600.000000","Fc",,"2612700.000000","Fc",,"3564900.000000","Fc",,"4041900.000000","Fc",,"4147500.000000","Fc",,"5388600.000000","Fc",,"6127800.000000","Fc",,"5779980.150000","Fc",,"7211275.110000","Fc",,"7145914.260000","Fc",,"6936121.530000","Fc",,"6032256.180000","Fc",,"4265114.850000","Fc",,"4265114.850000","Fc",,"4854161.960000","Fc",,"7748945.454500","Fc",,"11027345.454500","Fc",
"19","Bolivia (Plurinational State of)","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","35000.000000","Fc",,"40000.000000","Fc",,"45000.000000","Fc",,"50000.000000","Fc",,"50000.000000","Fc",,"50000.000000","Fc",,"200000.000000","Fc",,"100000.000000","Fc",,"122900.000000","Fc",,"58900.000000","Fc",,"280000.000000","Fc",,"366700.000000","Fc",,"276900.000000","Fc",,"380000.000000","Fc",,"160000.000000","Fc",,"130000.000000","Fc",,"190000.000000","Fc",,"152300.000000","Fc",,"161400.000000","Fc",,"144800.000000","Fc",,"271700.000000","Fc",,"130000.000000","Fc",,"312600.000000","Fc",,"253300.000000","Fc",,"270000.000000","Fc",,"280000.000000","Fc",,"470600.000000","Fc",,"305800.000000","Fc",,"464500.000000","Fc",,"232600.000000","Fc",,"355100.000000","Fc",,"550300.000000","Fc",,"255500.000000","Fc",,"431400.000000","Fc",,"281000.000000","Fc",,"402900.000000","Fc",,"487200.000000","Fc",,"133200.000000","Fc",,"90100.000000","Fc",,"321800.000000","Fc",,"536900.000000","Fc",,"604000.000000","Fc",,"619800.000000","Fc",,"626000.000000","Fc",,"1219200.000000","Fc",,"870900.000000","Fc",,"1188300.000000","Fc",,"1347300.000000","Fc",,"1382500.000000","Fc",,"1796200.000000","Fc",,"2042600.000000","Fc",,"1926660.050000","Fc",,"2403758.370000","Fc",,"2381971.420000","Fc",,"2312040.510000","Fc",,"2010752.060000","Fc",,"1421704.950000","Fc",,"1421704.950000","Fc",,"1618053.986700","Fc",,"2582981.818200","Fc",,"3675781.818200","Fc",
"19","Bolivia (Plurinational State of)","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.005500","Fc",,"0.006300","Fc",,"0.007100","Fc",,"0.007900","Fc",,"0.007900","Fc",,"0.007900","Fc",,"0.031400","Fc",,"0.015700","Fc",,"0.019300","Fc",,"0.009300","Fc",,"0.044000","Fc",,"0.057600","Fc",,"0.043500","Fc",,"0.059700","Fc",,"0.025100","Fc",,"0.020400","Fc",,"0.029900","Fc",,"0.023900","Fc",,"0.025400","Fc",,"0.022800","Fc",,"0.042700","Fc",,"0.020400","Fc",,"0.049100","Fc",,"0.039800","Fc",,"0.042400","Fc",,"0.044000","Fc",,"0.074000","Fc",,"0.048100","Fc",,"0.073000","Fc",,"0.036600","Fc",,"0.055800","Fc",,"0.086500","Fc",,"0.040200","Fc",,"0.067800","Fc",,"0.044200","Fc",,"0.063300","Fc",,"0.076600","Fc",,"0.020900","Fc",,"0.014200","Fc",,"0.050600","Fc",,"0.084400","Fc",,"0.094900","Fc",,"0.097400","Fc",,"0.098400","Fc",,"0.191600","Fc",,"0.136900","Fc",,"0.186700","Fc",,"0.211700","Fc",,"0.217200","Fc",,"0.282300","Fc",,"0.321000","Fc",,"0.302800","Fc",,"0.377700","Fc",,"0.374300","Fc",,"0.363300","Fc",,"0.316000","Fc",,"0.223400","Fc",,"0.223400","Fc",,"0.254300","Fc",,"0.405900","Fc",,"0.577600","Fc",
"19","Bolivia (Plurinational State of)","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.001200","Fc",,"0.001400","Fc",,"0.001600","Fc",,"0.001800","Fc",,"0.001800","Fc",,"0.001800","Fc",,"0.007100","Fc",,"0.003500","Fc",,"0.004300","Fc",,"0.002100","Fc",,"0.009900","Fc",,"0.013000","Fc",,"0.009800","Fc",,"0.013400","Fc",,"0.005700","Fc",,"0.004600","Fc",,"0.006700","Fc",,"0.005400","Fc",,"0.005700","Fc",,"0.005100","Fc",,"0.009600","Fc",,"0.004600","Fc",,"0.011100","Fc",,"0.009000","Fc",,"0.009500","Fc",,"0.009900","Fc",,"0.016600","Fc",,"0.010800","Fc",,"0.016400","Fc",,"0.008200","Fc",,"0.012600","Fc",,"0.019500","Fc",,"0.009000","Fc",,"0.015300","Fc",,"0.009900","Fc",,"0.014200","Fc",,"0.017200","Fc",,"0.004700","Fc",,"0.003200","Fc",,"0.011400","Fc",,"0.019000","Fc",,"0.021400","Fc",,"0.021900","Fc",,"0.022100","Fc",,"0.043100","Fc",,"0.030800","Fc",,"0.042000","Fc",,"0.047600","Fc",,"0.048900","Fc",,"0.063500","Fc",,"0.072200","Fc",,"0.068100","Fc",,"0.085000","Fc",,"0.084200","Fc",,"0.081700","Fc",,"0.071100","Fc",,"0.050300","Fc",,"0.050300","Fc",,"0.057200","Fc",,"0.091300","Fc",,"0.130000","Fc",
"19","Bolivia (Plurinational State of)","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.000600","Fc",,"0.000600","Fc",,"0.000700","Fc",,"0.000800","Fc",,"0.000800","Fc",,"0.000800","Fc",,"0.003100","Fc",,"0.001600","Fc",,"0.001900","Fc",,"0.000900","Fc",,"0.004400","Fc",,"0.005800","Fc",,"0.004400","Fc",,"0.006000","Fc",,"0.002500","Fc",,"0.002000","Fc",,"0.003000","Fc",,"0.002400","Fc",,"0.002500","Fc",,"0.002300","Fc",,"0.004300","Fc",,"0.002000","Fc",,"0.004900","Fc",,"0.004000","Fc",,"0.004200","Fc",,"0.004400","Fc",,"0.007400","Fc",,"0.004800","Fc",,"0.007300","Fc",,"0.003700","Fc",,"0.005600","Fc",,"0.008600","Fc",,"0.004000","Fc",,"0.006800","Fc",,"0.004400","Fc",,"0.006300","Fc",,"0.007700","Fc",,"0.002100","Fc",,"0.001400","Fc",,"0.005100","Fc",,"0.008400","Fc",,"0.009500","Fc",,"0.009700","Fc",,"0.009800","Fc",,"0.019200","Fc",,"0.013700","Fc",,"0.018700","Fc",,"0.021200","Fc",,"0.021700","Fc",,"0.028200","Fc",,"0.032100","Fc",,"0.030300","Fc",,"0.037800","Fc",,"0.037400","Fc",,"0.036300","Fc",,"0.031600","Fc",,"0.022300","Fc",,"0.022300","Fc",,"0.025400","Fc",,"0.040600","Fc",,"0.057800","Fc",
